image           segment rate
2124.tif        0.748851776123
2130.tif        0.691967010498
2136.tif        0.760356903076
2142.tif        0.941463470459
2148.tif        0.814338684082
2154.tif        0.823673248291
2160.tif        0.429988861084
2166.tif        0.197696685791
2172.tif        0.87100982666
2178.tif        0.932117462158
2184.tif        0.936714172363
2190.tif        0.867561340332
2196.tif        0.560947418213
2202.tif        0.566261291504
2208.tif        0.779407501221
2214.tif        0.771789550781
2220.tif        0.931468963623
2226.tif        0.856788635254
2232.tif        0.906433105469
2238.tif        0.678161621094
2244.tif        0.624324798584
2250.tif        0.806755065918
2256.tif        0.573490142822
2262.tif        0.4296875
2268.tif        0.871128082275
2274.tif        0.591758728027
2280.tif        0.595176696777
2286.tif        0.486644744873
2292.tif        0.803382873535
2298.tif        0.735458374023
2304.tif        0.975074768066
2310.tif        0.852962493896
2316.tif        0.988788604736
2322.tif        0.915130615234
2328.tif        0.72301864624
2334.tif        0.942974090576
2340.tif        0.790279388428
2346.tif        0.843170166016
2352.tif        0.929084777832
2358.tif        0.838996887207
2364.tif        0.618984222412
2370.tif        0.217575073242
2376.tif        0.90856552124
2382.tif        0.806747436523
2388.tif        0.890296936035
2394.tif        0.962814331055
2400.tif        0.618572235107
2406.tif        0.72758102417
2412.tif        0.572772979736
2418.tif        0.948554992676
2424.tif        0.5207862854
2430.tif        0.263004302979
2436.tif        0.805027008057
2442.tif        0.54322052002
2448.tif        0.742702484131
2454.tif        0.861930847168
2460.tif        0.726024627686
2466.tif        0.605213165283
2472.tif        0.963748931885
2478.tif        0.89432144165
2484.tif        0.853031158447
2490.tif        0.877510070801
2496.tif        0.888233184814
2502.tif        0.734794616699
2508.tif        0.933120727539
2514.tif        0.900089263916
2520.tif        0.746479034424
2526.tif        0.949974060059
2532.tif        0.918468475342
2538.tif        0.438579559326
2544.tif        0.844947814941
2550.tif        0.853881835938
2556.tif        0.669048309326
2562.tif        0.870643615723
2568.tif        0.81937789917
2574.tif        0.858600616455
2580.tif        0.794948577881
2586.tif        0.770900726318
2592.tif        0.337787628174
2598.tif        0.884941101074
2604.tif        0.836181640625
2610.tif        0.639747619629
2616.tif        0.690422058105
2622.tif        0.599323272705
2628.tif        0.819980621338
2634.tif        0.196643829346
2640.tif        0.835823059082
2646.tif        0.964424133301
2652.tif        0.791133880615
2658.tif        0.576972961426
2664.tif        0.874584197998
2670.tif        0.794094085693
2676.tif        0.766689300537
2682.tif        0.85763168335
2688.tif        0.658111572266
2694.tif        0.818325042725
2700.tif        0.462139129639
2706.tif        0.155006408691
2712.tif        0.834175109863
2718.tif        0.891502380371
2724.tif        0.94841003418
2730.tif        0.917144775391
2736.tif        0.757423400879
2742.tif        0.849559783936
2748.tif        0.81237411499
2754.tif        0.882568359375
2760.tif        0.325908660889
2766.tif        0.819980621338
2772.tif        0.823268890381
2778.tif        0.703952789307
2784.tif        0.869495391846
2790.tif        0.639907836914
2796.tif        0.731845855713
2802.tif        0.810749053955
2808.tif        0.87520980835
2814.tif        0.742237091064
2820.tif        0.678848266602
2826.tif        0.858028411865
2832.tif        0.929168701172
2838.tif        0.583873748779
2844.tif        0.832386016846
2850.tif        0.596874237061
2856.tif        0.945487976074
2862.tif        0.943706512451
2868.tif        0.0028076171875
2874.tif        0.38924407959
2880.tif        0.800201416016
2886.tif        0.481815338135
2892.tif        0.703144073486
2898.tif        0.933860778809
2904.tif        0.700267791748
2910.tif        0.796539306641
2916.tif        0.862209320068
2922.tif        0.722320556641
2928.tif        0.679672241211
2934.tif        0.833457946777
2940.tif        0.788757324219
2946.tif        0.997959136963
2952.tif        0.851634979248
2958.tif        0.434211730957
2964.tif        0.756843566895
2970.tif        0.72220993042
2976.tif        0.699371337891
2982.tif        0.847110748291
2988.tif        0.772262573242
2994.tif        0.848419189453
3000.tif        0.993877410889
3006.tif        0.763992537313
3012.tif        0.666725158691
3018.tif        0.846515655518
3024.tif        0.852062225342
3030.tif        0.926223754883
3036.tif        0.610118865967
3042.tif        0.788673400879
3048.tif        0.886207580566
3054.tif        0.931575775146
3060.tif        1.0
3066.tif        0.920162200928
3072.tif        0.459022521973
3078.tif        0.860191345215
3084.tif        0.874153137207
3090.tif        0.473022460938
3096.tif        0.600616455078
3102.tif        0.823825836182
3108.tif        0.700054168701
3114.tif        0.773712158203
3120.tif        0.818542480469
3126.tif        0.740215301514
3132.tif        0.447521209717
3138.tif        0.903324127197
3144.tif        0.910396575928
3150.tif        0.482227325439
3156.tif        0.872520446777
3162.tif        0.930503845215
3168.tif        0.924114227295
3174.tif        0.590263366699
3180.tif        0.95743560791
3186.tif        0.878604888916
3192.tif        0.898475646973
3198.tif        0.902389526367
3204.tif        0.871547698975
3210.tif        0.871719360352
3216.tif        0.97705078125
3222.tif        1.0
3228.tif        0.9245262146
3234.tif        0.662021636963
3240.tif        0.601741790771
3246.tif        0.926410675049
3252.tif        0.704082489014
3258.tif        0.810218811035
3264.tif        0.610145568848
3270.tif        0.911769866943
3276.tif        0.75715637207
3282.tif        0.962562561035
3288.tif        0.766403198242
3294.tif        0.721622467041
3300.tif        0.125679016113
3306.tif        0.604316711426
3312.tif        0.667430877686
3318.tif        0.678073883057
3324.tif        0.793357849121
3330.tif        0.877708435059
3336.tif        0.86009979248
3342.tif        0.857608795166
3348.tif        0.702327728271
3354.tif        0.636177062988
3360.tif        0.92805480957
3366.tif        0.825927734375
3372.tif        0.951904296875
3378.tif        0.847023010254
3384.tif        0.96626663208
3390.tif        0.55212020874
3396.tif        0.79447555542
3402.tif        0.963920593262
3408.tif        0.696712493896
3414.tif        0.66968536377
3420.tif        0.879295349121
3426.tif        0.643188476562
3432.tif        0.90368270874
3438.tif        0.846683502197
3444.tif        0.814476013184
3450.tif        0.703475952148
3456.tif        0.390308380127
3462.tif        0.937301635742
3468.tif        0.786891937256
3474.tif        0.734912872314
3480.tif        0.906116485596
3486.tif        0.826080322266
3492.tif        0.887294769287
3498.tif        0.877285003662
3504.tif        0.632423400879
3510.tif        0.85412979126
3516.tif        0.966613769531
3522.tif        0.90699005127
3528.tif        0.964420318604
3534.tif        0.925849914551
3540.tif        0.601810455322
3546.tif        0.904705047607
3552.tif        0.858699798584
3558.tif        0.689605712891
3564.tif        0.891876220703
3570.tif        0.860565185547
3576.tif        0.845527648926
3582.tif        0.769634246826
3588.tif        0.723426818848
3594.tif        0.734600067139
3600.tif        0.891632080078
3606.tif        0.76110458374
3612.tif        0.859382629395
3618.tif        0.685581207275
3624.tif        0.539047241211
3630.tif        0.891536712646
3636.tif        0.660457611084
3642.tif        0.739013671875
3648.tif        0.772510528564
3654.tif        0.717308044434
3660.tif        0.908508300781
3666.tif        0.916374206543
3672.tif        0.860054016113
3678.tif        0.999835968018
3684.tif        0.801906585693
3690.tif        0.948272705078
3696.tif        0.984722137451
3702.tif        0.99239730835
3708.tif        0.718803405762
3714.tif        0.955596923828
3720.tif        0.91609954834
3726.tif        0.676551818848
3732.tif        0.641056060791
3738.tif        0.877853393555
3744.tif        0.793437957764
3750.tif        0.783863067627
3756.tif        0.592914581299
3762.tif        0.895385742188
3768.tif        0.882316589355
3774.tif        0.885353088379
3780.tif        0.912357330322
3786.tif        0.609760284424
3792.tif        0.877159118652
3798.tif        0.844512939453
3804.tif        0.70516204834
3810.tif        0.986083984375
3816.tif        0.750011444092
3822.tif        0.725536346436
3828.tif        0.801570892334
3834.tif        0.886898040771
3840.tif        0.920219421387
3846.tif        0.940757751465
3852.tif        0.761093139648
3858.tif        0.902164459229
3864.tif        0.850811004639
3870.tif        0.92253112793
3876.tif        0.90465927124
3882.tif        0.84642791748
3888.tif        0.941822052002
3894.tif        0.947689056396
3900.tif        0.909694671631
3906.tif        0.746734619141
3912.tif        0.959365844727
3918.tif        0.890113830566
3924.tif        0.951091766357
3930.tif        0.785827636719
3936.tif        0.659641265869
3942.tif        0.590766906738
3948.tif        0.785106658936
3954.tif        0.888259887695
3960.tif        0.742233276367
3966.tif        0.92977142334
3972.tif        0.746208190918
3978.tif        0.931613922119
3984.tif        0.846126556396
3990.tif        0.663303375244
3996.tif        0.800914764404
4002.tif        0.91858291626
4008.tif        0.983238106343
4014.tif        0.757080078125
4020.tif        0.870304107666
4026.tif        0.956550598145
4032.tif        0.943141937256
4038.tif        0.785690307617
4044.tif        0.868587493896
4050.tif        0.993488311768
4056.tif        0.855228424072
4062.tif        0.818664550781
4068.tif        0.748050689697
4074.tif        0.667854309082
4080.tif        0.902381896973
4086.tif        0.63159942627
4092.tif        0.881256103516
4098.tif        0.936172485352
4104.tif        0.615196228027
4110.tif        0.949329376221
4116.tif        0.81897354126
4122.tif        0.957401275635
4128.tif        0.690601348877
4134.tif        0.910804748535
4140.tif        0.810073852539
4146.tif        0.42603302002
4152.tif        0.911075592041
4158.tif        0.701725006104
4164.tif        0.745464324951
4170.tif        0.968914031982
4176.tif        0.776020050049
4182.tif        0.794860839844
4188.tif        0.916805267334
4194.tif        0.896942138672
4200.tif        0.941982269287
4206.tif        0.89493560791
4212.tif        0.860485076904
4218.tif        0.919662475586
4224.tif        0.857933044434
4230.tif        0.952995300293
4236.tif        0.956813812256
4242.tif        0.851806640625
4248.tif        0.829410552979
4254.tif        0.730144500732
4260.tif        0.966186523438
4266.tif        0.906372070312
4272.tif        0.433780670166
4278.tif        0.768520355225
4284.tif        0.781356811523
4290.tif        0.846153259277
4296.tif        0.829204559326
4302.tif        0.540901184082
4308.tif        0.700546264648
4314.tif        0.557067871094
4320.tif        0.963207244873
4326.tif        0.261421203613
4332.tif        0.833309173584
4338.tif        0.91748046875
4344.tif        0.778434753418
4350.tif        0.891563415527
4356.tif        0.837024688721
4362.tif        0.869827270508
4368.tif        0.94942855835
4374.tif        0.91463470459
4380.tif        0.643871307373
4386.tif        0.884258270264
4392.tif        0.929016113281
4398.tif        0.974998474121
4404.tif        0.707855224609
4410.tif        0.760913848877
4416.tif        0.753593444824
4422.tif        0.937923431396
4428.tif        0.907192230225
4434.tif        0.669593811035
4440.tif        0.698539733887
4446.tif        0.904438018799
4452.tif        0.76643371582
4458.tif        0.806636810303
4464.tif        0.847225189209
4470.tif        0.828231811523
4476.tif        0.660552978516
4482.tif        0.917518615723
4488.tif        0.800380706787
4494.tif        0.827808380127
4500.tif        0.955821990967
4506.tif        0.857730865479
4512.tif        0.899982452393
4518.tif        0.761341094971
4524.tif        0.264133453369
4530.tif        0.926158905029
4536.tif        0.945541381836
4542.tif        0.81315612793
4548.tif        0.644264221191
4554.tif        0.903884887695
4560.tif        0.994319915771
4566.tif        0.999645233154
4572.tif        0.787414550781
4578.tif        0.909156799316
4584.tif        0.862434387207
4590.tif        0.939083099365
4596.tif        0.804004669189
4602.tif        0.747406005859
4608.tif        0.808910369873
4614.tif        0.840606689453
4620.tif        0.833126068115
4626.tif        0.947792053223
4632.tif        0.776935577393
4638.tif        0.754684448242
4644.tif        0.789890289307
4650.tif        0.783180236816
4656.tif        0.74686050415
4662.tif        0.961284637451
4668.tif        0.940227508545
4674.tif        0.941677093506
4680.tif        0.690410614014
4686.tif        0.742427825928
4692.tif        0.883380889893
4698.tif        0.936222076416
4704.tif        0.551342010498
4710.tif        0.957164764404
4716.tif        0.842197418213
4722.tif        0.923557281494
4728.tif        0.933715820312
4734.tif        0.651737213135
4740.tif        0.514625549316
4746.tif        0.62650680542
4752.tif        0.678554534912
4758.tif        0.849765777588
4764.tif        0.760902404785
4770.tif        0.700542449951
4776.tif        0.894165039062
4782.tif        0.723461151123
4788.tif        0.680027008057
4794.tif        0.690101623535
4800.tif        0.762065887451
4806.tif        0.712684631348
4812.tif        0.764709472656
4818.tif        0.788970947266
4824.tif        0.750377655029
4830.tif        0.649799346924
4836.tif        0.93021774292
4842.tif        0.930274963379
4848.tif        0.871631622314
4854.tif        0.883598327637
4860.tif        0.804515838623
4866.tif        0.959175109863
4872.tif        0.82984161377
4878.tif        0.859363555908
4884.tif        0.827545166016
4890.tif        0.801113128662
4896.tif        0.999813079834
4902.tif        0.657878875732
4908.tif        0.6608543396
4914.tif        0.720527648926
4920.tif        0.809913635254
4926.tif        0.611679077148
4932.tif        0.785011291504
4938.tif        0.837715148926
4944.tif        0.978141784668
4950.tif        0.620651245117
4956.tif        0.200489044189
4962.tif        0.327896118164
4968.tif        0.850158691406
4974.tif        0.948825836182
4980.tif        0.742324829102
4986.tif        0.937992095947
4992.tif        0.779468536377
4998.tif        0.915451049805
5004.tif        0.958976745605
5010.tif        0.915524220416
5016.tif        0.675407409668
5022.tif        0.874412536621
5028.tif        0.862174987793
5034.tif        0.831592559814
5040.tif        0.910148620605
5046.tif        0.931758880615
5052.tif        0.605434417725
5058.tif        0.908561706543
5064.tif        0.539043426514
5070.tif        0.698902130127
5076.tif        0.898063659668
5082.tif        0.473934173584
5088.tif        0.680282592773
5094.tif        0.36792755127
5100.tif        0.621639251709
5106.tif        0.805374145508
5112.tif        0.848655700684
5118.tif        0.859710693359
5124.tif        0.946552276611
5130.tif        0.743824005127
5136.tif        0.818199157715
5142.tif        0.707206726074
5148.tif        0.647674560547
5154.tif        0.947563171387
5160.tif        0.940914154053
5166.tif        0.560047149658
5172.tif        0.982540130615
5178.tif        0.79146194458
5184.tif        0.778434753418
5190.tif        0.772583007812
5196.tif        0.655883789062
5202.tif        0.975650787354
5208.tif        0.941459655762
5214.tif        0.953735351562
5220.tif        0.915649414062
5226.tif        0.993450164795
5232.tif        0.751197814941
5238.tif        0.832759857178
5244.tif        0.731338500977
5250.tif        0.918754577637
5256.tif        0.836082458496
5262.tif        0.516502380371
5268.tif        0.633232116699
5274.tif        0.958213806152
5280.tif        0.589599609375
5286.tif        0.76851272583
5292.tif        0.880767822266
5298.tif        0.522731781006
5304.tif        0.843547821045
5310.tif        0.899124145508
5316.tif        0.980445861816
5322.tif        0.929134368896
5328.tif        0.856590270996
5334.tif        0.500408172607
5340.tif        0.624477386475
5346.tif        0.649341583252
5352.tif        0.951038360596
5358.tif        0.552173614502
5364.tif        0.76188659668
5370.tif        0.888236999512
5376.tif        0.897911071777
5382.tif        0.847492218018
5388.tif        0.800399780273
5394.tif        0.978290557861
5400.tif        0.91283416748
5406.tif        0.838497161865
5412.tif        0.740482330322
5418.tif        0.812362670898
5424.tif        0.75199508667
5430.tif        0.815410614014
5436.tif        0.64038848877
5442.tif        0.645709991455
5448.tif        0.570026397705
5454.tif        0.736804962158
5460.tif        0.703079223633
5466.tif        0.555446624756
5472.tif        0.78649520874
5478.tif        0.259872436523
5484.tif        0.942623138428
5490.tif        0.832344055176
5496.tif        0.735431671143
5502.tif        0.639919281006
5508.tif        0.925746917725
5514.tif        0.885063171387
5520.tif        0.745056152344
5526.tif        0.948169708252
5532.tif        0.856460571289
5538.tif        0.897193908691
5544.tif        0.728870391846
5550.tif        0.870529174805
5556.tif        0.724597930908
5562.tif        0.837032318115
5568.tif        0.699237823486
5574.tif        0.72993850708
5580.tif        0.788707733154
5586.tif        0.894802093506
5592.tif        0.852504730225
5598.tif        0.340442657471
5604.tif        0.863048553467
5610.tif        0.826732635498
5616.tif        0.848838806152
5622.tif        0.854801177979
5628.tif        0.721794128418
5634.tif        0.631153106689
5640.tif        0.746131896973
5646.tif        0.917083740234
5652.tif        0.869346618652
5658.tif        0.836868286133
5664.tif        0.298568725586
5670.tif        0.88313293457
5676.tif        0.729862213135
5682.tif        0.661407470703
5688.tif        0.674018859863
5694.tif        0.870182037354
5700.tif        0.947483062744
5706.tif        0.967250823975
5712.tif        0.910846710205
5718.tif        0.905910491943
5724.tif        0.756866455078
5730.tif        0.890544891357
5736.tif        0.77709197998
5742.tif        0.864795684814
5748.tif        0.825836181641
5754.tif        0.869262695312
5760.tif        0.886157989502
5766.tif        0.434455871582
5772.tif        0.832855224609
5778.tif        0.782245635986
5784.tif        0.879661560059
5790.tif        0.921291351318
5796.tif        0.664173126221
5802.tif        0.366397857666
5808.tif        0.77405166626
5814.tif        0.875366210938
5820.tif        0.92797088623
5826.tif        0.966365814209
5832.tif        0.832843780518
5838.tif        0.957595825195
5844.tif        0.839462280273
5850.tif        0.41300201416
5856.tif        0.828075408936
5862.tif        0.878276824951
5868.tif        0.886287689209
5874.tif        0.956588745117
5880.tif        0.815902709961
5886.tif        0.67378616333
5892.tif        0.90408706665
5898.tif        0.696472167969
5904.tif        0.631778717041
5910.tif        0.612258911133
5916.tif        0.839862823486
5922.tif        0.697868347168
5928.tif        0.912853240967
5934.tif        0.610927581787
5940.tif        0.586208343506
5946.tif        0.179862976074
5952.tif        0.718528747559
5958.tif        0.887668609619
5964.tif        0.784370422363
5970.tif        0.816558837891
5976.tif        0.788326263428
5982.tif        0.913528442383
5988.tif        0.955749511719
5994.tif        0.817119598389
6000.tif        0.949703216553
6006.tif        0.924385070801
6012.tif        0.919122301439
6018.tif        0.304893493652
6024.tif        0.282623291016
6030.tif        0.775730133057
6036.tif        0.939449310303
6042.tif        0.550094604492
6048.tif        0.808662414551
6054.tif        0.862503051758
6060.tif        0.843322753906
6066.tif        0.874546051025
6072.tif        0.874931335449
6078.tif        0.477020263672
6084.tif        0.895626068115
6090.tif        0.727100372314
6096.tif        0.810932159424
6102.tif        0.890960693359
6108.tif        0.797863006592
6114.tif        0.647678375244
6120.tif        0.896606445312
6126.tif        0.904365539551
6132.tif        0.711734771729
6138.tif        0.912662506104
6144.tif        0.850841522217
6150.tif        0.921356201172
6156.tif        0.904655456543
6162.tif        0.934753417969
6168.tif        0.938484191895
6174.tif        0.950931549072
6180.tif        0.996189117432
6186.tif        0.817882537842
6192.tif        0.612716674805
6198.tif        0.846271514893
6204.tif        0.856777191162
6210.tif        0.76587677002
6216.tif        0.769840240479
6222.tif        0.95357131958
6228.tif        0.852970123291
6234.tif        0.711532592773
6240.tif        0.475326538086
6246.tif        0.888137817383
6252.tif        0.739063262939
6258.tif        0.470375061035
6264.tif        0.845077514648
6270.tif        0.833728790283
6276.tif        0.873500823975
6282.tif        0.878238677979
6288.tif        0.89030456543
6294.tif        0.795330047607
6300.tif        0.941631317139
6306.tif        0.764995574951
6312.tif        0.501270294189
6318.tif        0.920246124268
6324.tif        0.894611358643
6330.tif        0.95308303833
6336.tif        0.816555023193
6342.tif        0.887321472168
6348.tif        0.766597747803
6354.tif        0.858715057373
6360.tif        0.824314117432
6366.tif        0.842716217041
6372.tif        0.769542694092
6378.tif        0.819793701172
6384.tif        0.819480895996
6390.tif        0.81941986084
6396.tif        0.815818786621
6402.tif        0.794269561768
6408.tif        0.553401947021
6414.tif        0.820487976074
6420.tif        0.851108551025
6426.tif        0.840724945068
6432.tif        0.925849914551
6438.tif        0.543121337891
6444.tif        0.783599853516
6450.tif        0.883670806885
6456.tif        0.734352111816
6462.tif        0.90990447998
6468.tif        0.936264038086
6474.tif        0.904296875
6480.tif        0.903594970703
6486.tif        0.989727020264
6492.tif        0.979175567627
6498.tif        0.582504272461
6504.tif        0.847827911377
6510.tif        0.733737945557
6516.tif        0.889022827148
6522.tif        0.904285430908
6528.tif        0.813110351562
